Section,Subsection,Name,TL,Mass,Price,AmmoPrice,Species,Skill,Book,Page,Contraband,Category,Law,Notes,Mod
Armour,Non-Powered Suits,Combat Armour-12,12,16,Cr88000,0,,Vacc Suit 0,CSC 2,20,Weapons,4,2,,Military
Armour,Non-Powered Suits,Combat Armour-14,14,12,Cr160000,0,,Vacc Suit 0,CSC 2,20,Weapons,4,2,,Military
Armour,Non-Powered Suits,Combat Environment Suit,10,2,Cr1000,0,,,CSC 2,21,Weapons,4,2,,Military
Armour,Non-Powered Suits,Emergency Hostile Environment Suit,10,20,Cr9000,0,,Vacc Suit 1,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Emergency Softsuit,10,10,Cr2000,0,,Vacc Suit 0,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Explosive Ordnance Disposal Suit,8,35,Cr8000,0,,,CSC 2,21,Weapons,3,3,,
Armour,Non-Powered Suits,Hostile Environment Vacc Suit-10,10,13,Cr20000,0,,Vacc Suit 1,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Hostile Environment Vacc Suit-11,11,13,Cr22000,0,,Vacc Suit 0,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Hostile Environment Vacc Suit-13,13,10,Cr40000,0,,Vacc Suit 0,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Hostile Environment Vacc Suit-14,14,9,Cr60000,0,,Vacc Suit 0,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Hostile Environment Vacc Suit-9,9,22,Cr24000,0,,Vacc Suit 1,CSC 2,21,Weapons,1,9,,
Armour,Non-Powered Suits,Pressure Sleeve,10,,Cr600,0,,,CSC 2,22,Weapons,1,9,,
Armour,Non-Powered Suits,Psi-Enhanced Combat Armour,16,10,Cr500000,0,,,CSC 2,22,Weapons,6,1,,Military
Armour,Non-Powered Suits,Rescue Suit,12,22,Cr25000,0,,Vacc Suit 1,CSC 2,23,Weapons,1,9,,
Armour,Non-Powered Suits,Vacc Suit=8,8,17,Cr12000,0,,Vacc Suit 1,CSC 2,23,Weapons,1,9,,
Armour,Non-Powered Suits,Vacc Suit-10,10,10,Cr11000,0,,Vacc Suit 0,CSC 2,23,Weapons,1,9,,
Armour,Non-Powered Suits,Vacc Suit-12,12,8,Cr20000,0,,Vacc Suit 0,CSC 2,23,Weapons,1,9,,
Armour,Powered Armour,Ceramic Powered Plate,13,35,Cr90000,0,,Vacc Suit 1,CSC 2,25,Weapons,4,2,,Military
Armour,Powered Armour,Grav-Enhanced Powered Plate,15,32,Cr120000,0,,Vacc Suit 0,CSC 2,25,Weapons,4,2,,Military
Armour,Powered Armour,Mechanical Carapace-12,12,25,Cr30000,0,,Vacc Suit 1,CSC 2,26,Weapons,4,2,,Military
Armour,Powered Armour,Mechanical Carapace-9,9,30,Cr15000,0,,Vacc Suit 2,CSC 2,26,Weapons,4,2,,Military
Armour,Powered Armour,Powered Plate-10,10,30,Cr62500,0,Bwap,Vacc Suit 1,Aliens 3,256,Weapons,4,2,,Military
Armour,Powered Armour,Powered Plate-10,10,40,Cr50000,0,,Vacc Suit 1,CSC 2,26,Weapons,4,2,,Military
Armour,Powered Armour,Powered Plate-14,14,20,Cr87150,0,Bwap,Vacc Suit 0,Aliens 3,256,Weapons,4,2,,Military
Armour,Powered Armour,Powered Plate-14,14,30,Cr85000,0,,Vacc Suit 0,CSC 2,26,Weapons,4,2,,Military
Armour,Powered Suits,Ceramic Powered Plate,13,35,Cr300000,,,Vacc Suit 1,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,E3 Suit,14,30,Cr500000,,,Vacc Suit 3,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Exoskeleton, Basic",9,16,Cr10000,,,Vacc Suit 0,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Exoskeleton, Improved",12,10,Cr20000,,,,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,Grav-Enhanced Powered Plate,15,32,Cr180000,,,Vacc Suit 0,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Mechanical Carapace, Basic",9,30,Cr25000,,,Vacc Suit 2,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Mechanical Carapace, Improved",12,25,Cr50000,,,Vacc Suit 1,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Powered Plate, Basic",10,40,Cr80000,,,Vacc Suit 1,CSC2023,35,Weapons,4,2,,
Armour,Powered Suits,"Powered Plate, Improved",14,30,Cr120000,,,Vacc Suit 0,CSC2023,35,Weapons,4,2,,
Augmentation,Head,Assisted Ambulation-13,13,,Cr100000,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Assisted Ambulation-14,14,,Cr300000,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Assisted Ambulation-15,15,,Cr500000,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Ballistic Tracking Lenses,12,,Cr40000,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Cockpit Sensory Suite,9,,MCr1,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Cognitive Augmentation INT +1,12,,Cr500000.0,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Cognitive Augmentation INT +2,14,,MCr1,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Cognitive Augmentation INT +3,16,,MCr5,0,,,CSC 2,90,,1,10,,
Augmentation,Head,Complex Cranial Processing Unit,14,,Cr350000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Enhanced Vision-13,13,,Cr25000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Enhanced Vision-14,14,,Cr50000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Fabulous Augmentation Treatrment,15,,MCr3.5,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Mechanostatic Scanner,13,,Cr10000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Nerve-Plug Response Rig,13,,Cr225000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Neural Comm - Audio Only,10,,Cr1000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,"Neural Comm - Audio/Visual, Computer/0",12,,Cr5000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,"Neural Comm - Multiple forms of data, Computer/1",14,,Cr20000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Neural Link,13,,Cr30000,0,,,CSC 2,91,,1,10,,
Augmentation,Head,Null Skull,16,,MCr1,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Peripheral Vision Enhancement,10,,Cr50000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Psi-Taps,16,,Cr750000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Shriekbox-10,10,,Cr8000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Shriekbox-12,12,,Cr16000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Skill Augmentation,12,,Cr150000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Venom Glands,11,,Cr10000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Wafer Jack - Storage Rating/4,12,,Cr10000,0,,,CSC 2,92,,1,10,,
Augmentation,Head,Wafer jack - Storage Rating/8,13,,Cr15000,0,,,CSC 2,92,,1,10,,
Augmentation,Limbs,Aslan Cyber-claw,10,,Cr20000,0,,,CSC 2,86,,1,10,,
Augmentation,Limbs,Autonomous Locomotion Rig,9,,Cr15000,0,,,CSC 2,86,,1,10,,
Augmentation,Limbs,Combat Arm-11,11,,Cr50000,0,,,CSC 2,86,,1,10,,
Augmentation,Limbs,Combat Arm-13,13,,Cr75000,0,,,CSC 2,86,,1,10,,
Augmentation,Limbs,Combat Arm-8,8,,Cr25000,0,,,CSC 2,86,,1,10,,
Augmentation,Limbs,Crude Prosthetic,3,,Cr100,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Dexterity Augmentation DEX +1,11,,Cr500000,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Dexterity Augmentation DEX +2,12,,MCr1,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Dexterity Augmentation DEX +3,15,,MCr5,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Enhanced Mobility-11,11,,Cr15000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Enhanced Mobility-13,13,,Cr25000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Enhanced Mobility-8,8,,Cr10000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Functional Prosthetic,7,,Cr250,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Strength Augmentation STR +1,11,,Cr500000,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Strength Augmentation STR +2,12,,MCr1,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Strength Augmentation STR +3,15,,MCr5,0,,,Core 2,,,1,10,,
Augmentation,Limbs,Tail,11,,Cr125000,0,Bwap,,Aliens 3,259,,1,10,,
Augmentation,Limbs,Weapon Implant - Autopistol,10,,Cr12000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Weapon Implant - Dagger,10,,Cr5000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Weapon Implant - Laser Pistol,10,,Cr25000,0,,,CSC 2,87,,1,10,,
Augmentation,Limbs,Weapon Implant - Stunstick,10,,Cr10000,0,,,CSC 2,87,,1,10,,
Augmentation,Torso,Additional Manipulator,10,,Cr7500,0,,,CSC 2,88,,1,10,,
Augmentation,Torso,All-Temperture Epidermal Symbiote,14,,Cr2500,0,,,CSC 2,88,,1,10,,
Augmentation,Torso,Bio-Fusion Power Port,13,,Cr10000,0,,,CSC 2,88,,1,10,,
Augmentation,Torso,Cardiotrigger Detonator,7,,,0,,,CSC 2,88,,1,10,,
Augmentation,Torso,Endurance Augmentation END +1,11,,Cr500000,0,,,Core 2,,,1,10,,
Augmentation,Torso,Endurance Augmentation END +2,12,,MCr1,0,,,Core 2,,,1,10,,
Augmentation,Torso,Endurance Augmentation END +3,15,,MCr5,0,,,Core 2,,,1,10,,
Augmentation,Torso,Full Body Transplant,18,,MCr1000,0,,,CSC 2,88,,1,10,,
Augmentation,Torso,Internal Auto-Injector,10,,Cr50000,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Metastatic Platelet Injection,12,,Cr25000,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Muscular Bridging,13,,Cr250000,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Physical Augmentation +1,11,,Cr500000,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Physical Augmentation +2,12,,MCr1,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Physical Augmentation +3,15,,MCr5,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Smuggling Container,8,,Cr15000,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Soldier's Organ Package,12,,MCr1.5,0,,,CSC 2,89,,1,10,,
Augmentation,Torso,Subdermal Armour +1,10,,Cr50000,0,,,CSC 2,90,,1,10,,
Augmentation,Torso,Subdermal Armour +3,11,,Cr100000,0,,,CSC 2,90,,1,10,,
Augmentation,Torso,Subdermal Armour +4,12,,Cr250000,0,,,CSC 2,90,,1,10,,
Augmentation,Torso,Subdermal Armour +5,14,,Cr500000,0,,,CSC 2,90,,1,10,,
Augmentation,Torso,Terminal Stabilisation System,16,,MCr2.5,0,,,CSC 2,90,,1,10,,
Augmentation ,Head,Sonar Enhancement,9,,Cr500,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Prosthetic Arms-12,12,, Cr300000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Prosthetic Arms-13,13,, Cr285000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Prosthetic Arms-15,15,, Cr270000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Swift Fluke Augmentation-10,10,,Cr20000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Swift Fluke Augmentation-12,12,,Cr35000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Limbs,Waldo-12,12,10,Cr250000,,Dolphin,,Aliens 3,180,,,,,
Augmentation ,Limbs,Waldo-15,15,8,Cr350000,,Dolphin,,Aliens 3,180,,,,,
Augmentation ,Limbs,Waldo-9,9,20,Cr150000,,Dolphin,,Aliens 3,180,,,,,
Augmentation ,Torso,Deep Dive Augmentation,12,,Cr500000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Torso,Oxygen Reserve-10,10,,Cr10000,,Dolphin,,Aliens 3,179,,,,,
Augmentation ,Torso,Oxygen Reserve-12,12,,Cr25000,,Dolphin,,Aliens 3,179,,,,,
Augments,Augment Options,Detachable,9,0,,,,,CSC2023,49,Technology,1,,"Plus Cr5000, +25% of augment",
Augments,Augment Options,Grav-propelled detachable augment,13,0,,,,,CSC2023,49,Technology,1,,"Plus Cr10000, +200% of augment",
Augments,Augment Options,Invisitech TL-12,12,0,,,,,CSC2023,49,Technology,3,,Plus 100% of augment,
Augments,Augment Options,Invisitech TL-16,16,0,,,,,CSC2023,49,Technology,3,,Plus 200% of augment,
Augments,Augment Options,Natural-looking TL-10,10,0,,,,,CSC2023,49,Technology,1,,Plus 25% of augment,
Augments,Augment Options,Natural-looking TL-14,14,0,,,,,CSC2023,49,Technology,1,,Plus 75% of augment,
Augments,Augment Options,Remotely-operated detachable augment,11,0,,,,,CSC2023,49,Technology,1,,Plus Cr10000,
Augments,Augment Options,Ruggedised,8,0,,,,,CSC2023,49,Technology,1,,Plus 25% of augment,
Augments,Augment Options,Self-repairing,14,0,,,,,CSC2023,49,Technology,1,,Plus 100% of augment,
Augments,Head,"Assisted Ambulation, Advanced",15,0,Cr500000,,,,CSC2023,58,Technology,1,,,
Augments,Head,"Assisted Ambulation, Basic",13,0,Cr100000,,,,CSC2023,58,Technology,1,,,
Augments,Head,"Assisted Ambulation, Improved",14,0,Cr300000,,,,CSC2023,58,Technology,1,,,
Augments,Head,Ballistic Tracking Lenses,11,0,Cr8000,,,,CSC2023,58,Technology,1,,,
Augments,Head,Cockpit Sensory Suite,10,0,Cr500000,,,,CSC2023,58,Technology,1,,,
Augments,Head,Cognitive Augmentation +1,12,0,Cr500000,,,,CSC2023,58,Technology,1,,,
Augments,Head,Cognitive Augmentation +2,14,0,MCr1,,,,CSC2023,58,Technology,1,,,
Augments,Head,Cognitive Augmentation +3,16,0,MCr5,,,,CSC2023,58,Technology,1,,,
Augments,Head,Complex Cranial Processing Unit,14,0,Cr350000,,,,CSC2023,58,Technology,1,,,
Augments,Head,"Enhanced Vision, Basic",13,0,Cr25000,,,,CSC2023,58,Technology,1,,,
Augments,Head,"Enhanced Vision, Improved",14,0,Cr50000,,,,CSC2023,58,Technology,1,,,
Augments,Head,Fabulous Augmentation Treatment,15,0,MCr3.5,,,,CSC2023,59,Technology,1,,,
Augments,Head,Mechanostatic Scanner,13,0,Cr10000,,,,CSC2023,59,Technology,1,,,
Augments,Head,Nerve-plug Response Rig,13,0,Cr225000,,,,CSC2023,60,Technology,1,,,
Augments,Head,"Neural Comm, Advanced",15,0,Cr25000,,,,CSC2023,59,Technology,1,,,
Augments,Head,"Neural Comm, Basic",10,0,Cr1000,,,,CSC2023,59,Technology,1,,,
Augments,Head,"Neural Comm, Enhanced",14,0,Cr20000,,,,CSC2023,59,Technology,1,,,
Augments,Head,"Neural Comm, Improved",12,0,Cr5000,,,,CSC2023,59,Technology,1,,,
Augments,Head,Neural Jack,13,0,Cr50000,,,,CSC2023,60,Technology,1,,,
Augments,Head,Neural Link,13,0,Cr30000,,,,CSC2023,60,Technology,1,,,
Augments,Head,Null Skull,16,0,MCr1,,,,CSC2023,60,Technology,4,,,
Augments,Head,Peripheral Vision Enhancement,10,0,Cr50000,,,,CSC2023,60,Technology,1,,,
Augments,Head,Psi-taps,16,0,Cr750000,,,,CSC2023,60,Technology,1,,,
Augments,Head,"Shriekerbox, Basic",10,0,Cr8000,,,,CSC2023,60,Technology,3,,,
Augments,Head,"Shriekerbox, Improved",12,0,Cr16000,,,,CSC2023,60,Technology,3,,,
Augments,Head,Skill Augmentation,12,0,Cr50000,,,,CSC2023,61,Technology,1,,,
Augments,Head,Venom Glands,11,0,Cr10000,,,,CSC2023,61,Technology,3,,,
Augments,Head,"Wafer Jack, Advanced",15,0,Cr30000,,,,CSC2023,61,Technology,1,,,
Augments,Head,"Wafer Jack, Basic",12,0,Cr1000,,,,CSC2023,61,Technology,1,,,
Augments,Head,"Wafer Jack, Improved",13,0,Cr15000,,,,CSC2023,61,Technology,1,,,
Augments,Limbs,Aslan Cyber-claw,9,0,Cr10000,,,,CSC2023,55,Technology,2,9,,Specialised
Augments,Limbs,Autonomous Locomotion Rig (ALR),9,0,Cr15000,,,,CSC2023,55,Technology,1,,,
Augments,Limbs,"Combat Arm, Advanced",13,0,Cr75000,,,,CSC2023,55,Technology,3,,,Military
Augments,Limbs,"Combat Arm, Basic",8,0,Cr25000,,,,CSC2023,55,Technology,2,,,
Augments,Limbs,"Combat Arm, Improved",11,0,Cr50000,,,,CSC2023,55,Technology,2,,,
Augments,Limbs,"Enhanced Mobility, Advanced",13,0,Cr25000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,"Enhanced Mobility, Basic",8,0,Cr10000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,"Enhanced Mobility, Improved",11,0,Cr15000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,"Prosthetic Limb, Basic",7,0,Cr250,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,"Prosthetic Limb, Improved",9,0,Cr5000,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,"Prosthetic Limb, Primitive",2,0,Cr100,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,"Razor Claw, Advanced",15,0,Cr50000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,"Razor Claw, Basic",11,0,Cr20000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,"Razor Claw, Improved",13,0,Cr35000,,,,CSC2023,56,Technology,1,,,
Augments,Limbs,Weapon Implant - Auto Pistol,10,0,Cr12000,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,Weapon Implant - Dagger,10,0,Cr5000,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,Weapon Implant - Laser Pistol,10,0,Cr2500,,,,CSC2023,57,Technology,1,,,
Augments,Limbs,Weapon Implant - Stunstick,10,0,Cr10000,,,,CSC2023,57,Technology,1,,,
Augments,Torso,"Additional Manipulator, Advanced",14,0,Cr25000,,,,CSC2023,50,Technology,1,,,
Augments,Torso,"Additional Manipulator, Basic",10,0,Cr7500,,,,CSC2023,50,Technology,1,,,
Augments,Torso,"Additional Manipulator, Improved",12,0,Cr15000,,,,CSC2023,50,Technology,1,,,
Augments,Torso,All-Temperature Epidermal Symbiote,14,0,Cr2500,,,,CSC2023,50,Technology,1,,,
Augments,Torso,"Altered Appearance, Advanced",12,0,Cr200000,,,,CSC2023,50,Technology,1,,,
Augments,Torso,"Altered Appearance, Basic",6,0,Cr10000,,,,CSC2023,50,Technology,1,,,
Augments,Torso,"Altered Appearance, Improved",9,0,Cr50000,,,,CSC2023,50,Technology,1,,,
Augments,Torso,Bio-fusion Power Port,13,0,Cr10000,,,,CSC2023,51,Technology,1,,Price depends on explosive and TL,
Augments,Torso,Biotech,16,0,,,,,CSC2023,50,Technology,1,,Plus 300% of Augment,Specialised
Augments,Torso,Cardiotrigger Detonator,7,0,,,,,CSC2023,51,Technology,3,,,
Augments,Torso,Genetic Aquamorph Adaption,12,0,Cr30000,,,,CSC2023,51,Technology,1,,,Specialised
Augments,Torso,Genetic Environmental Adaption,12,0,Cr50000,,,,CSC2023,52,Technology,1,,,Specialised
Augments,Torso,Genetic Microgravity Adaption,12,0,Cr30000,,,,CSC2023,52,Technology,1,,,Specialised
Augments,Torso,Internal Auto-injector,10,0,Cr10000,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Metastatic Platelet Injection,12,0,Cr25000,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Muscular Bridging,13,0,Cr250000,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Physical Augmentation +1,11,0,Cr500000,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Physical Augmentation +2,12,0,MCr1,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Physical Augmentation +3,15,0,MCr5,,,,CSC2023,53,Technology,1,,,
Augments,Torso,Smuggling Container,8,0,Cr15000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Soldier’s Organ Package,12,0,MCr1.5,,,,CSC2023,53,Technology,4,,,Military
Augments,Torso,Subdermal Armour +1,10,0,Cr50000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Subdermal Armour +3,11,0,Cr100000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Subdermal Armour +4,12,0,Cr250000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Subdermal Armour +5,14,0,Cr500000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Terminal Stabilisation System,16,0,MCr2.5,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Video Tattoo (full body),12,0,Cr120000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Video Tattoo (limb),12,0,Cr20000,,,,CSC2023,54,Technology,1,,,
Augments,Torso,Video Tattoo Controller,12,0,Cr20000,,,,CSC2023,54,Technology,1,,,
Discerning Weapons Specialist,Explosives,Breaching Charge,8,1,Cr250,0,,Explosives,CSC 2,136,Weapons,3,1,,Military
Discerning Weapons Specialist,Explosives,Complex Chemical Charge,10,1,Cr500,0,,Explosives,CSC 2,136,Weapons,3,1,,Military
Discerning Weapons Specialist,Explosives,Fusion Block,16,1,Cr10000,0,,Explosives,CSC 2,136,Weapons,6,1,,Military
Discerning Weapons Specialist,Explosives,Neutrino Charge,17,1,Cr50000,0,,Explosives,CSC 2,137,Weapons,3,1,,Military
Discerning Weapons Specialist,Explosives,Plastic,6,,Cr200,0,,Explosives,CSC 2,137,Weapons,3,1,,Military
Discerning Weapons Specialist,Explosives,Pocket Nuke,12,4,Cr250000,0,,Explosives,CSC 2,137,Weapons,6,1,,Military
Discerning Weapons Specialist,Explosives,TDX,12,,Cr1000,0,,Explosives,CSC 2,137,Weapons,3,1,,Military
Discerning Weapons Specialist,Gun Combat Weapons,Bolas,0,1,Cr5,0,,Gun Combat,CSC 2,134,Weapons,1,9,,
Discerning Weapons Specialist,Gun Combat Weapons,Boomerang,0,1,,0,,Gun Combat,CSC 2,134,Weapons,1,9,,
Discerning Weapons Specialist,Gun Combat Weapons,Monofilament Bolas,12,1,Cr500,0,,Gun Combat,CSC 2,135,Weapons,1,9,,
Discerning Weapons Specialist,Gun Combat Weapons,Net,1,1,Cr10,0,,Gun Combat,CSC 2,135,Weapons,1,9,,
Discerning Weapons Specialist,Melee Weapons,Shock Whip,9,1,Cr450,0,,Melee,CSC 2,135,Weapons,1,9,,
Discerning Weapons Specialist,Melee Weapons,Whip,1,1,Cr15,0,,Melee,CSC 2,135,Weapons,1,9,,
Electronics,Communications,Bug-Audio only,5,,Cr50,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Bug-Audio or Visual,7,,Cr100,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Bug-Audio or Visual or Data,9,,Cr200,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Bug-Audio/Visual/Data,11,,Cr300,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Bug-Audio/Visual/Data/Bioscan,13,,Cr400,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Bug-Audio/Visual/Data/Bioscan/Computer/1,15,,Cr500,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Commdot,10,,Cr10,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Holographic Projector-11,11,16,Cr1000,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Holographic Projector-12,12,12,Cr2000,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Holographic Projector-13,13,4,Cr10000,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Holographic Projector-15,15,,Cr25000,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Laser Transceiver - 500km,9,1.5,Cr2500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Laser Transceiver (Computer/0) - 500km,11,0.5,Cr1500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Laser Transceiver (Computer/1) - 500km,13,,Cr500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Meson Transceivers-14,14,100,Cr100000,,Darrian,,Aliens 3,68,,,,,
Electronics,Communications,Meson Transceivers-15,15,10,MCr1,,Darrian,,Aliens 3,68,,,,,
Electronics,Communications,Meson Transceivers-16,16,1,,,Darrian,,Aliens 3,68,,,,,
Electronics,Communications,"Mobile Comm-Audio and visual, Computer/0",8,,Cr150,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Mobile Comm-Audio only,6,,Cr50,0,,,CSC 2,62,,1,0,,
Electronics,Communications,"Mobile Comm-Multiple forms of data, Computer/1",10,,Cr500,0,,,CSC 2,62,,1,0,,
Electronics,Communications,Radio Transceiver - 5000km,5,300,Cr15000,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 500km,5,150,Cr1500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 500km,9,,Cr500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 500km,14,,Cr500,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 50km,5,70,Cr750,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 50km,10,,Cr250,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 5km,5,20,Cr225,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver - 5km,8,,Cr75,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver (Computer/0) - 5000km,9,,Cr5000,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver (Computer/0) - 5000km,12,1,Cr1000,0,,,CSC 2,63,,1,0,,
Electronics,Communications,Radio Transceiver (Computer/1) - 50km,13,,Cr250,0,,,CSC 2,63,,1,0,,
Electronics,Computers,Computer/0 ,7,3,Cr2000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/1 ,8,2,Cr1000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/1 ,9,1,Cr400,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/2 ,10,1,Cr1000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/2 ,11,0.5,Cr1200,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/3 ,12,0.5,Cr4000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/4 ,13,0.5,Cr6000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/5 ,14,0.1,Cr10000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/6 ,15,0.1,Cr20000,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Computer/8 ,16,0.005,,,Darrian,,Aliens 3,68,,,,,
Electronics,Computers,Data Display/Recorder,13,,Cr5000,0,,,Core 2,,,1,0,,
Electronics,Computers,Data Wafer,10,,Cr5,0,,,Core 2,,,1,0,,
Electronics,Computers,Mainframe (Computer/0),5,5 tons,MCr2,0,,,CSC 2,66,,1,0,,
Electronics,Computers,Mainframe (Computer/1),6,4 tons,MCr4,0,,,CSC 2,66,,1,0,,
Electronics,Computers,Mainframe (Computer/2),7,1 ton,MCr5,0,,,CSC 2,66,,1,0,,
